"texto","area"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 37.000.000/0001-00. Objeto: Concessão de terminais de integração nos principais corredores viários. Valor Estimado: R$ 210.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Transporte"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e TECNOLOGIA INTEGRADA LTDA. OBJETO: Concessão de sinalização semafórica para a Secretaria de Mobilidade Urbana. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 05/05/2026.","Transporte"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Contratação de empresa para operação de abrigos de ônibus atendendo à população do município. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 25/05/2026.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. 2024/09812. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Concessão de sistema de bilhetagem eletrônica visando a melhoria do trânsito, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Transporte"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE SAÚDE e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Contratação de empresa para operação de sinalização semafórica nos principais corredores viários. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 05/05/2026.","Transporte"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Locação de vans para transporte de pacientes nos principais corredores viários. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 28/05/2026.","Transporte"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE e CONSTRUTORA ALPHA LTDA. OBJETO: Locação de vans para transporte de pacientes nas linhas alimentadoras dos bairros. VALOR GLOBAL: R$ 15.400,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 05/05/2026.","Transporte"
"EXTRATO DE TERMO ADITIVO Nº 230/2024 - PROCESSO: PMSC-098/24. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Contratação de empresa para operação de sistema de bilhetagem eletrônica para os alunos da zona rural. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Transporte"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Concessão de sistema de bilhetagem eletrônica nos principais corredores viários. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 20/06/2026.","Transporte"
"EXTRATO DE REGISTRO DE PREÇOS Nº 178/2024 - PROCESSO: 2024/09812. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Contratação de empresa para operação de sinalização semafórica para integração modal da cidade. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Transporte"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de empresa para operação de transporte escolar para integração modal da cidade. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 31/07/2026.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Locação de transporte público coletivo atendendo à população do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE AVISO DE LICITAÇÃO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 85.000.000/0001-00. Objeto: Contratação de empresa para operação de sistema de bilhetagem eletrônica para o transporte de servidores em serviço. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Aquisição de transporte escolar nos principais corredores viários, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 92.000.000/0001-00. Objeto: Serviços especializados de manutenção de frota de ônibus biarticulados nas linhas alimentadoras dos bairros. Valor Estimado: R$ 15.400,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Serviços especializados de manutenção de vans para transporte de pacientes atendendo à população do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 21.000.000/0001-00. Objeto: Concessão de transporte público coletivo para os alunos da zona rural. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Transporte"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de CONSTRUTORA ALPHA LTDA, inscrita no CNPJ sob nº 81.000.000/0001-00. Objeto: Locação de terminais de integração nas linhas alimentadoras dos bairros. Valor Estimado: R$ 210.000,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. PM-882/2023. PARTES: PREFEITURA MUNICIPAL X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Contratação de empresa para operação de sistema de bilhetagem eletrônica visando a melhoria do trânsito, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 44.000.000/0001-00. Objeto: Serviços especializados de manutenção de vans para transporte de pacientes nas linhas alimentadoras dos bairros. Valor Estimado: R$ 210.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Transporte"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Contratação de empresa para operação de vans para transporte de pacientes nos principais corredores viários. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 03/05/2026.","Transporte"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 83.000.000/0001-00. Objeto: Aquisição de abrigos de ônibus atendendo à população do município. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Transporte"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Contratação de empresa para operação de transporte público coletivo visando a melhoria do trânsito. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 22/06/2026.","Transporte"
"EXTRATO DE CONTRATO Nº 24/2024 - PROCESSO: 112233/2023. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Aquisição de vans para transporte de pacientes atendendo à população do município. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Transporte"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Concessão de terminais de integração para o transporte de servidores em serviço. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 30/05/2026.","Transporte"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 35.000.000/0001-00. Objeto: Aquisição de frota de ônibus biarticulados para a Secretaria de Mobilidade Urbana. Valor Estimado: R$ 45.900,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Locação de serviço de táxi e aplicativo para servidores nas linhas alimentadoras dos bairros, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Transporte"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: PREFEITURA MUNICIPAL e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Prestação de serviços de manutenção de frota de ônibus biarticulados visando a melhoria do trânsito. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 29/07/2026.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 2024/09812. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Serviços especializados de manutenção de sistema de bilhetagem eletrônica nos principais corredores viários, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE TOMADA DE PREÇOS. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 83.000.000/0001-00. Objeto: Aquisição de sistema de bilhetagem eletrônica para o transporte de servidores em serviço. Valor Estimado: R$ 89.000,00, com base na art. 25, caput, da Lei 8.666/93.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Contratação de empresa para operação de sinalização semafórica atendendo à população do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. 112233/2023. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Locação de abrigos de ônibus nos principais corredores viários, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 112233/2023. PARTES: PREFEITURA MUNICIPAL X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Concessão de abrigos de ônibus para a Secretaria de Mobilidade Urbana, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Transporte"
"EXTRATO DE CONTRATO Nº 477/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Serviços especializados de manutenção de vans para transporte de pacientes para o transporte de servidores em serviço. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Transporte"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PMSC-098/24. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Contratação de empresa para operação de terminais de integração nas linhas alimentadoras dos bairros, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Transporte"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 32.000.000/0001-00. Objeto: Contratação de obra de engenharia para reforma de terminal rodoviário conforme cronograma de obras e melhorias. Valor Estimado: R$ 89.000,00, com base na Lei 14.133/2021.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 95.000.000/0001-00. Objeto: Contratação de empresa especializada para construção de ponte atendendo a Secretaria de Obras. Valor Estimado: R$ 210.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Infraestrutura"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e TECNOLOGIA INTEGRADA LTDA. OBJETO: Prestação de serviços drenagem de águas pluviais no perímetro urbano do município. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 19/07/2026.","Infraestrutura"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Contratação de obra de engenharia para drenagem de águas pluviais conforme cronograma de obras e melhorias. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 18/05/2026.","Infraestrutura"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. PMSC-098/24. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços construção de ciclovias nas principais vias do centro da cidade, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Infraestrutura"
"AVISO DE LICITAÇÃO Nº 88/2024 - PROCESSO: 2023/00456. CONTRATANTE: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Prestação de serviços sinalização viária conforme cronograma de obras e melhorias. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de TECNOLOGIA INTEGRADA LTDA, inscrita no CNPJ sob nº 53.000.000/0001-00. Objeto: Registro de preços para serviços sinalização viária nos bairros da zona sul. Valor Estimado: R$ 210.000,00, com base na Lei 14.133/2021.","Infraestrutura"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Contratação de serviços manutenção da iluminação pública atendendo a Secretaria de Obras, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Infraestrutura"
"EXTRATO DE TERMO ADITIVO Nº 95/2024 - PROCESSO: 2023/00456. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Execução de obra de drenagem de águas pluviais na área central do município. VALOR: R$ 345.600,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Infraestrutura"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Contratação de empresa especializada para recapeamento asfáltico nas principais vias do centro da cidade. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 10/05/2026.","Infraestrutura"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e TECNOLOGIA INTEGRADA LTDA. OBJETO: Execução de obra de reforma de terminal rodoviário atendendo a Secretaria de Obras. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 28/04/2026.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 0012.0034/2024. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 85.000.000/0001-00. Objeto: Prestação de serviços revitalização de praças atendendo a Secretaria de Obras. Valor Estimado: R$ 45.900,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Infraestrutura"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Execução de obra de recapeamento asfáltico conforme cronograma de obras e melhorias. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 03/07/2026.","Infraestrutura"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. 0012.0034/2024. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Contratação de serviços manutenção da iluminação pública nas principais vias do centro da cidade, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Infraestrutura"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Execução de obra de pavimentação asfáltica e operação tapa-buraco na Avenida das Américas e vias adjacentes. VALOR GLOBAL: R$ 15.400,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 04/08/2026.","Infraestrutura"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Contratação de empresa especializada para manutenção da iluminação pública nas principais vias do centro da cidade. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 07/06/2026.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 34.000.000/0001-00. Objeto: Registro de preços para serviços recapeamento asfáltico nos bairros da zona sul. Valor Estimado: R$ 345.600,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Infraestrutura"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Contratação de obra de engenharia para ampliação da rede de esgoto no perímetro urbano do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 0012.0034/2024. Reconheço e ratifico a contratação de TECNOLOGIA INTEGRADA LTDA, inscrita no CNPJ sob nº 69.000.000/0001-00. Objeto: Contratação de obra de engenharia para construção de ponte atendendo a Secretaria de Obras. Valor Estimado: R$ 45.900,00, com base na art. 25, caput, da Lei 8.666/93.","Infraestrutura"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e TECNOLOGIA INTEGRADA LTDA. OBJETO: Registro de preços para serviços ampliação da rede de esgoto na Avenida das Américas e vias adjacentes. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 20/05/2026.","Infraestrutura"
"EXTRATO DE CONTRATO Nº 478/2024 - PROCESSO: 112233/2023. CONTRATANTE: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Registro de preços para serviços ampliação da rede de esgoto no perímetro urbano do município. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Infraestrutura"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Contratação de serviços pavimentação asfáltica e operação tapa-buraco na Avenida das Américas e vias adjacentes. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 04/06/2026.","Infraestrutura"
"TOMADA DE PREÇOS Nº 478/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Registro de preços para serviços pavimentação asfáltica e operação tapa-buraco em diversas ruas da cidade. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Infraestrutura"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Execução de obra de sinalização viária nas principais vias do centro da cidade, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de CONSTRUTORA ALPHA LTDA, inscrita no CNPJ sob nº 23.000.000/0001-00. Objeto: Execução de obra de construção de ciclovias conforme cronograma de obras e melhorias. Valor Estimado: R$ 15.400,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Infraestrutura"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 79.000.000/0001-00. Objeto: Prestação de serviços sinalização viária na área central do município. Valor Estimado: R$ 210.000,00, com base na art. 25, caput, da Lei 8.666/93.","Infraestrutura"
"AVISO DE LICITAÇÃO Nº 247/2024 - PROCESSO: 2024/09812. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Contratação de serviços construção de ciclovias atendendo a Secretaria de Obras. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Infraestrutura"
